alien_name,alien_category,planet,galaxy,product,product_family,stage,created_date,close_date,closed,setup_charge,revenue_month
Goldner LLC,Unknown,Aitne,Centaurus A,Ergonomic Plastic Hat,Rhode Island people,Proposal,1-Apr-14,30-May-14,No,,290
Goldner LLC,Unknown,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Proposal,1-Apr-14,30-May-14,No,,0
"Pfannerstill, Gutkowski and Batz",Foxes,Amalthea,Milky Way,Rustic Wooden Car,Washington druids,Proposal,11-Apr-14,31-Jul-14,No,242394.9,18179.6
"Thompson, Friesen and Daugherty",Foxes,Belinda,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,30-Jun-14,No,,4243.8
Mohr-Ankunding,Frogs,Amalthea,Milky Way,Rustic Concrete Car,California sorcerors,Qualification,11-Apr-14,19-Jun-14,No,,3635.9
"Schiller, Becker and O'Kon",Bees,Amalthea,Milky Way,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,26-Aug-14,No,9001.3,606
Raynor Group,Bees,Amalthea,Milky Way,Practical Cotton Car,Missouri prophets,Proposal,11-Apr-14,30-Jun-14,No,,0
"Keebler, Dietrich and Batz",Horses,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,28-Mar-14,28-Mar-14,Yes,,94.2
"Schiller, Becker and O'Kon",Bees,Amalthea,Milky Way,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,30-Jun-14,No,25087.9,2020
Smitham and Sons,Unknown,Aegaeon,Andromeda,Rustic Rubber Chair,California sorcerors,Closed Won,14-Mar-14,14-Mar-14,Yes,0,3350
"Thompson, Friesen and Daugherty",Foxes,Belinda,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,31-Dec-14,No,731.7,304.9
Raynor Group,Bees,Amalthea,Milky Way,Practical Cotton Car,Missouri prophets,Qualification,11-Apr-14,30-Jun-14,No,,0
Hilll Group,Vixens,Amalthea,Milky Way,Rustic Concrete Table,California sorcerors,Closed Won,1-May-14,1-May-14,Yes,3635.9,680
"Herzog, Tillman and Prosacco",Horses,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Identification,21-Mar-14,20-Jan-15,No,,20
Raynor Group,Bees,Amalthea,Milky Way,Practical Cotton Car,Missouri prophets,Closed Won,11-Apr-14,30-Apr-14,Yes,24333.7,89.1
Reichert-Leffler,Dogs,Amalthea,Milky Way,Gorgeous Concrete Car,Colorado dwarves,Qualification,11-Apr-14,27-Mar-15,No,,0
Kautzer Inc,Fishes,Belinda,Omega,Rustic Concrete Table,California sorcerors,Proposal,11-Apr-14,30-Jun-14,No,0,8798.6
"Herzog, Tillman and Prosacco",Horses,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Identification,21-Mar-14,20-Jan-15,No,,0
"Herzog, Tillman and Prosacco",Horses,Albiorix,Andromeda,Sleek Rubber Gloves,California sorcerors,Identification,21-Mar-14,20-Jan-15,No,,0
Ernser-Nitzsche,Ogres,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,28-Mar-14,28-Mar-14,Yes,,521.9
Ernser-Nitzsche,Ogres,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,28-Mar-14,28-Mar-14,Yes,,336.1
Hilll Inc,Horses,Amalthea,Milky Way,Incredible Steel Shirt,California sorcerors,Qualification,11-Apr-14,7-Mar-14,No,,0
Hilll Inc,Horses,Amalthea,Milky Way,Incredible Steel Shirt,California sorcerors,Qualification,11-Apr-14,23-Jan-14,No,,0
Aufderhar-Johnson,Unknown,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,11-Mar-14,11-Mar-14,Yes,0,96.4
"Streich, Greenholt and Deckow",Bees,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Qualification,13-Mar-14,23-May-14,No,,3659
Botsford Group,Horses,Amalthea,Milky Way,Ergonomic Plastic Hat,Rhode Island people,Qualification,10-Mar-14,30-Jun-14,No,0,1006.3
Botsford Group,Horses,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Qualification,10-Mar-14,30-Jun-14,No,0,942.5
Botsford Group,Horses,Amalthea,Milky Way,Sleek Plastic Pants,Rhode Island people,Qualification,10-Mar-14,30-Jun-14,No,0,101.6
Braun Group,Kangaroos,Amalthea,Milky Way,Intelligent Steel Table,Colorado foes,Qualification,15-Apr-14,22-Dec-14,No,,1
"Dickens, Bode and Stiedemann",Horses,Carpo,Andromeda,Sleek Rubber Gloves,California sorcerors,Closed Won,10-Mar-14,14-Mar-14,Yes,,490
"Dickens, Bode and Stiedemann",Horses,Carpo,Andromeda,Intelligent Steel Pants,California sorcerors,Closed Won,10-Mar-14,14-Mar-14,Yes,,440
"Abernathy, Bruen and Padberg",Kangaroos,Amalthea,Milky Way,Rustic Concrete Table,California sorcerors,Qualification,22-Apr-14,19-Dec-14,No,100000,25000
"Homenick, Robel and Armstrong",Horses,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,24-Mar-14,31-Mar-14,Yes,,42
Weimann and Sons,Bees,Aegaeon,Andromeda,Sleek Rubber Gloves,California sorcerors,Closed Won,9-Apr-14,9-Apr-14,Yes,,1255
Ankunding LLC,Bees,Aegaeon,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Closed Won,28-Mar-14,28-Mar-14,Yes,,590
Ankunding LLC,Bees,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,28-Mar-14,28-Mar-14,Yes,,19066.5
Ankunding LLC,Bees,Aegaeon,Andromeda,Practical Cotton Table,Rhode Island people,Closed Won,28-Mar-14,28-Mar-14,Yes,,541.5
"Smith, Ernser and Crooks",Unknown,Aitne,Centaurus A,Practical Cotton Table,Rhode Island people,Closed Won,31-Mar-14,31-Mar-14,Yes,,486
"Green, Fisher and Moen",Kangaroos,Aitne,Centaurus A,Ergonomic Wooden Computer,Rhode Island people,Closed Won,31-Mar-14,31-Mar-14,Yes,0,45
O'Connell Inc,Ogres,Aoede,Centaurus A,Ergonomic Wooden Computer,Rhode Island people,Closed Won,31-Mar-14,31-Mar-14,Yes,,56.3
O'Connell Inc,Ogres,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,31-Mar-14,31-Mar-14,Yes,,85
O'Connell Inc,Ogres,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,31-Mar-14,31-Mar-14,Yes,,100
Wiza LLC,Bees,Ariel,Milky Way,Practical Cotton Table,Rhode Island people,Closed Won,1-Apr-14,1-Apr-14,Yes,,6540
"Green, Fisher and Moen",Kangaroos,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,31-Mar-14,31-Mar-14,Yes,0,107.7
Wiza LLC,Bees,Ariel,Milky Way,Practical Cotton Table,Rhode Island people,Closed Won,1-Apr-14,1-Apr-14,Yes,,0
Leuschke-Effertz,Vixens,Aoede,Centaurus A,Ergonomic Plastic Hat,Rhode Island people,Closed Won,11-Mar-14,11-Mar-14,Yes,,10
Leuschke-Effertz,Vixens,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,11-Mar-14,11-Mar-14,Yes,,175
"Hackett, Kris and Lockman",Unknown,Aegaeon,Andromeda,Sleek Rubber Gloves,California sorcerors,Identification,17-Apr-14,30-Jul-14,No,0,405
"Hackett, Kris and Lockman",Unknown,Aegaeon,Andromeda,Rustic Rubber Chair,California sorcerors,Identification,17-Apr-14,30-Jul-14,No,0,195
"Hackett, Kris and Lockman",Unknown,Aegaeon,Andromeda,Intelligent Steel Pants,California sorcerors,Identification,17-Apr-14,30-Jul-14,No,0,120
"Goodwin, Kuvalis and Quigley",Horses,Bergelmir,Milky Way,Ergonomic Wooden Computer,Rhode Island people,Qualification,7-Mar-14,27-Oct-14,No,,1170
"Goodwin, Kuvalis and Quigley",Horses,Bergelmir,Milky Way,Rustic Steel Computer,Rhode Island people,Qualification,7-Mar-14,27-Oct-14,No,,7935
"Goodwin, Kuvalis and Quigley",Horses,Bergelmir,Milky Way,Practical Cotton Table,Rhode Island people,Qualification,7-Mar-14,27-Oct-14,No,,2960
Raynor Group,Bees,Amalthea,Milky Way,Practical Cotton Car,Missouri prophets,Proposal,11-Apr-14,30-Jun-14,No,12119.7,0
"Kub, Rath and Morissette",Bees,Belinda,Omega,Sleek Rubber Gloves,California sorcerors,Identification,11-Apr-14,30-Jun-14,No,,1212
Kovacek-Strosin,Bees,Bergelmir,Milky Way,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,31-Oct-14,No,0,0
Erdman-Bogisich,Horses,Aitne,Centaurus A,Ergonomic Wooden Computer,Rhode Island people,Closed Won,28-Mar-14,28-Mar-14,Yes,,30
Rohan Inc,Bees,Belinda,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,31-Jul-14,No,878,304.9
Jones Group,Foxes,Amalthea,Milky Way,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,5-Sep-14,No,0,6059.9
Schoen-Predovic,Foxes,Belinda,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,30-Sep-14,No,0,609.7
Dach-Nitzsche,Bees,Caliban,Messier 83,Sleek Rubber Gloves,California sorcerors,Qualification,11-Apr-14,25-Jul-14,No,0,9089.8
Ankunding LLC,Bees,Amalthea,Milky Way,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,30-May-14,No,6059.9,2020
Crooks LLC,Bees,Amalthea,Milky Way,Sleek Rubber Gloves,California sorcerors,Qualification,11-Apr-14,30-Sep-14,No,0,20199.6
"Mills, Vandervort and Franecki",Ducks,Amalthea,Milky Way,Rustic Concrete Car,California sorcerors,Qualification,11-Apr-14,30-Mar-15,No,1.5,6097.4
"Thompson, Friesen and Daugherty",Foxes,Belinda,Omega,Incredible Cotton Pants,Colorado dwarves,Qualification,11-Apr-14,31-Jul-14,No,0,305114.5
Reichert-Leffler,Dogs,Amalthea,Milky Way,Fantastic Wooden Hat,Colorado foes,Identification,11-Apr-14,27-Jun-14,No,,0
Nikolaus-Bode,Ogres,Belinda,Omega,Sleek Rubber Gloves,California sorcerors,Identification,11-Apr-14,30-Sep-14,No,,1212
"Thompson, Friesen and Daugherty",Foxes,Belinda,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,31-Dec-14,No,0,2244.4
Hilll Inc,Horses,Amalthea,Milky Way,Incredible Steel Shirt,California sorcerors,Qualification,11-Apr-14,5-Dec-13,No,,0
Rohan Inc,Bees,Amalthea,Milky Way,Rustic Wooden Car,Washington druids,Identification,11-Apr-14,30-Jul-14,No,621936.1,304.9
Stoltenberg-Wintheiser,Fishes,Aegaeon,Andromeda,Rustic Concrete Table,California sorcerors,Identification,27-Apr-14,27-Feb-15,No,,35000
"Grady, Steuber and Waelchi",Horses,Aitne,Centaurus A,Practical Cotton Table,Rhode Island people,Closed Won,30-Mar-14,31-Mar-14,Yes,,30
Braun Group,Kangaroos,Amalthea,Milky Way,Rustic Wooden Car,Washington druids,Qualification,15-Apr-14,22-Dec-14,No,,25000
Braun Group,Kangaroos,Amalthea,Milky Way,Sleek Rubber Gloves,California sorcerors,Qualification,15-Apr-14,22-Dec-14,No,,84178.8
Braun Group,Kangaroos,Amalthea,Milky Way,Intelligent Cotton Gloves,Washington druids,Qualification,15-Apr-14,22-Dec-14,No,,58333.3
McGlynn LLC,Horses,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,18-Mar-14,18-Mar-14,Yes,0,200.2
McGlynn LLC,Horses,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,18-Mar-14,18-Mar-14,Yes,0,824.6
Braun Group,Kangaroos,Amalthea,Milky Way,Gorgeous Concrete Car,Colorado dwarves,Qualification,15-Apr-14,22-Dec-14,No,,66666.7
Braun Group,Kangaroos,Amalthea,Milky Way,Ergonomic Concrete Gloves,New York spiders,Qualification,15-Apr-14,22-Dec-14,No,,1
"Pfannerstill, Gutkowski and Batz",Foxes,Amalthea,Milky Way,Rustic Rubber Chair,California sorcerors,Identification,27-Mar-14,12-May-16,No,4000,0
Gorczany LLC,Dogs,Albiorix,Andromeda,Sleek Rubber Gloves,California sorcerors,Closed Won,3-Apr-14,3-Apr-14,Yes,,6
Raynor Group,Bees,Amalthea,Milky Way,Practical Cotton Car,Missouri prophets,Proposal,11-Apr-14,30-Jun-14,No,,28.7
Gorczany LLC,Dogs,Albiorix,Andromeda,Rustic Rubber Chair,California sorcerors,Closed Won,3-Apr-14,3-Apr-14,Yes,,105
Langosh-Feil,Ogres,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,25-Mar-14,25-Mar-14,Yes,,120
Langosh-Feil,Ogres,Aitne,Centaurus A,Intelligent Steel Pants,California sorcerors,Closed Won,25-Mar-14,25-Mar-14,Yes,,360
Langosh-Feil,Ogres,Aitne,Centaurus A,Ergonomic Wooden Computer,Rhode Island people,Closed Won,25-Mar-14,25-Mar-14,Yes,,80
"Green, Fisher and Moen",Kangaroos,Aitne,Centaurus A,Ergonomic Plastic Pants,Alabama chickens,Closed Won,31-Mar-14,31-Mar-14,Yes,450,520
"Green, Fisher and Moen",Kangaroos,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,31-Mar-14,31-Mar-14,Yes,0,57.5
Langosh-Feil,Ogres,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,25-Mar-14,25-Mar-14,Yes,,270
"O'Keefe, Eichmann and Bernier",Dogs,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,26-Mar-14,26-Mar-14,Yes,,160
"Mertz, Denesik and Wehner",Vixens,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,28-Mar-14,28-Mar-14,Yes,0,169.2
"Mertz, Denesik and Wehner",Vixens,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,28-Mar-14,28-Mar-14,Yes,0,156.1
"Dooley, Hamill and Gleason",Vixens,Aoede,Centaurus A,Rustic Rubber Chair,California sorcerors,Identification,21-Mar-14,1-Dec-15,No,,60000
Wolff LLC,Horses,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Proposal,5-Mar-14,30-Jun-14,No,0,644
"Mertz, Denesik and Wehner",Vixens,Aitne,Centaurus A,Sleek Rubber Gloves,California sorcerors,Closed Won,28-Mar-14,28-Mar-14,Yes,0,46
Klein Inc,Unknown,Arche,Centaurus A,Intelligent Steel Pants,California sorcerors,Closed Won,8-Apr-14,10-Apr-14,Yes,,250
Reilly-McKenzie,Dogs,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,10-Mar-14,10-Oct-14,No,,56.5
"Watsica, Hills and Shields",Vixens,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Identification,24-Mar-14,5-Aug-15,No,,50
"Watsica, Hills and Shields",Vixens,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Identification,24-Mar-14,5-Aug-15,No,,50
"Watsica, Hills and Shields",Vixens,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,24-Mar-14,5-Aug-15,No,,150
"Watsica, Hills and Shields",Vixens,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Identification,24-Mar-14,5-Aug-15,No,,0
"Rempel, Bergnaum and Kub",Goats,Aitne,Centaurus A,Practical Cotton Table,Rhode Island people,Closed Won,23-Mar-14,24-Mar-14,Yes,,0
Lakin Group,Horses,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Lost,12-Mar-14,18-Apr-14,Yes,,870
Erdman-Bogisich,Horses,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,28-Mar-14,28-Mar-14,Yes,,126.5
"Tillman, Bartell and Braun",Dogs,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,30-Mar-14,31-Mar-14,Yes,,10
"Tillman, Bartell and Braun",Dogs,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,30-Mar-14,31-Mar-14,Yes,,70
Yost-Hermiston,Dogs,Cyllene,Andromeda,Rustic Steel Computer,Rhode Island people,Qualification,2-Apr-14,7-May-14,No,,15200
Yost-Hermiston,Dogs,Cyllene,Andromeda,Rustic Rubber Chair,California sorcerors,Qualification,2-Apr-14,7-May-14,No,,5516
"Grant, Friesen and Wuckert",Ogres,Amalthea,Milky Way,Small Rubber Chair,Kentucky druids,Identification,2-Apr-14,17-Jun-14,No,4241.9,30.3
"Murray, Abbott and Corwin",Bears,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,7-Apr-14,7-Apr-14,Yes,0,1641.3
Schaefer-Hackett,Dogs,Aegir,Milky Way,Ergonomic Wooden Computer,Rhode Island people,Closed Won,8-Apr-14,8-Apr-14,Yes,,700
Walsh-O'Hara,Unknown,Callisto,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,31-Mar-14,No,0,365.8
Walsh-O'Hara,Unknown,Callisto,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,30-Apr-14,No,0,365.8
Schaefer-Hackett,Dogs,Aegir,Milky Way,Rustic Steel Computer,Rhode Island people,Closed Won,8-Apr-14,8-Apr-14,Yes,,1000
Borer-Yost,Dogs,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Qualification,1-Apr-14,1-Dec-14,No,,0
"Stamm, Zieme and Langworth",Dogs,Amalthea,Milky Way,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,31-Jul-14,No,80191.5,14734
Raynor Group,Bees,Amalthea,Milky Way,Practical Cotton Car,Missouri prophets,Proposal,11-Apr-14,30-Jun-14,No,,76.2
Raynor Group,Bees,Amalthea,Milky Way,Practical Cotton Car,Missouri prophets,Proposal,11-Apr-14,30-Apr-14,No,,239.6
"Thompson, Friesen and Daugherty",Foxes,Belinda,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,31-Dec-14,No,,73.2
Raynor Group,Bees,Amalthea,Milky Way,Practical Cotton Car,Missouri prophets,Qualification,11-Apr-14,30-Jun-14,No,,48922.6
"Brown, Kuhn and Rice",Bees,Amalthea,Milky Way,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,30-May-14,No,,356
Padberg Inc,Dogs,Aegir,Milky Way,Ergonomic Plastic Hat,Rhode Island people,Closed Won,31-Mar-14,31-Mar-14,Yes,,759
Walsh-O'Hara,Unknown,Callisto,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,30-Sep-14,No,,878
Wyman-Braun,Foxes,Amalthea,Milky Way,Practical Cotton Car,Missouri prophets,Qualification,11-Apr-14,30-Apr-14,No,91861.6,0
Ruecker and Sons,Dogs,Bianca,Centaurus A,Sleek Rubber Gloves,California sorcerors,Qualification,10-Mar-14,15-Jun-14,No,,0
Ruecker and Sons,Dogs,Bianca,Centaurus A,Rustic Steel Computer,Rhode Island people,Qualification,10-Mar-14,15-Jun-14,No,,0
Raynor Group,Bees,Amalthea,Milky Way,Practical Cotton Car,Missouri prophets,Proposal,11-Apr-14,30-Jun-14,No,,0
Jones Group,Foxes,Amalthea,Milky Way,Sleek Rubber Gloves,California sorcerors,Identification,11-Apr-14,19-Feb-15,No,83312.3,0
Littel-Wilkinson,Bees,Amalthea,Milky Way,Practical Cotton Car,Missouri prophets,Proposal,11-Apr-14,20-Jun-14,No,564637,0
Rohan Inc,Bees,Belinda,Omega,Rustic Concrete Table,California sorcerors,Identification,11-Apr-14,31-Mar-15,No,5691.1,823.9
Raynor Group,Bees,Amalthea,Milky Way,Practical Cotton Car,Missouri prophets,Proposal,11-Apr-14,30-Apr-14,No,,0
Raynor Group,Bees,Amalthea,Milky Way,Practical Cotton Car,Missouri prophets,Proposal,11-Apr-14,30-Apr-14,No,,0
"Thompson, Friesen and Daugherty",Foxes,Belinda,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,31-Dec-14,No,731.7,609.7
Walsh-O'Hara,Unknown,Callisto,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,31-Jul-14,No,1734.1,761
Rohan Inc,Bees,Belinda,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,31-May-14,No,0,4756
Rohan Inc,Bees,Belinda,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,31-Aug-14,No,0,152.4
Rohan Inc,Bees,Belinda,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,30-Oct-14,No,878,2414.6
Rohan Inc,Bees,Belinda,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,30-Nov-14,No,0,152.4
Rohan Inc,Bees,Belinda,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,31-Jan-14,No,0,152.4
Rohan Inc,Bees,Belinda,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,30-Nov-14,No,3292.6,36584.5
Schoen-Predovic,Foxes,Belinda,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,30-Jun-14,No,0,1463.4
Walsh-O'Hara,Unknown,Callisto,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,31-Aug-14,No,1463.4,658.5
"Blanda, Bernier and Tremblay",Dogs,Aegir,Milky Way,Ergonomic Plastic Hat,Rhode Island people,Qualification,14-Apr-14,24-Sep-14,No,,4740
"Blanda, Bernier and Tremblay",Dogs,Aegir,Milky Way,Sleek Rubber Gloves,California sorcerors,Qualification,14-Apr-14,24-Sep-14,No,,1000
Raynor Group,Bees,Amalthea,Milky Way,Practical Cotton Car,Missouri prophets,Proposal,11-Apr-14,30-Jun-14,No,,0
Raynor Group,Bees,Amalthea,Milky Way,Practical Cotton Car,Missouri prophets,Proposal,11-Apr-14,30-Apr-14,No,,0
"Blanda, Bernier and Tremblay",Dogs,Aegir,Milky Way,Rustic Steel Computer,Rhode Island people,Qualification,14-Apr-14,24-Sep-14,No,,5170
"Cormier, Welch and Romaguera",Vixens,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,13-Mar-14,30-Jun-14,No,,0
"Cormier, Welch and Romaguera",Vixens,Albiorix,Andromeda,Sleek Rubber Gloves,California sorcerors,Identification,13-Mar-14,30-Jun-14,No,,0
"Cormier, Welch and Romaguera",Vixens,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Identification,13-Mar-14,30-Jun-14,No,,0
"Cormier, Welch and Romaguera",Vixens,Albiorix,Andromeda,Rustic Rubber Chair,California sorcerors,Identification,13-Mar-14,30-Jun-14,No,,0
"Cormier, Welch and Romaguera",Vixens,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Identification,13-Mar-14,30-Jun-14,No,,0
"Kulas, Reichert and Bradtke",Dogs,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,26-Mar-14,26-Mar-14,Yes,,425
"Kulas, Reichert and Bradtke",Dogs,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,26-Mar-14,26-Mar-14,Yes,,420
"Schiller, Becker and O'Kon",Bees,Amalthea,Milky Way,Practical Cotton Car,Missouri prophets,Proposal,11-Apr-14,30-Apr-15,No,363592.3,44439.1
Rohan Inc,Bees,Belinda,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,30-Nov-14,No,,1212
"Lesch, Johns and Shields",Foxes,Amalthea,Milky Way,Sleek Rubber Gloves,California sorcerors,Qualification,11-Apr-14,30-Jun-14,No,0,0
"Thompson, Friesen and Daugherty",Foxes,Belinda,Omega,Fantastic Cotton Pants,California sorcerors,Qualification,11-Apr-14,31-Dec-14,No,0,3231.6
Reichert-Leffler,Dogs,Amalthea,Milky Way,Rustic Concrete Car,California sorcerors,Qualification,11-Apr-14,28-Mar-13,No,121197.4,10099.8
Bradtke Group,Frogs,Amalthea,Milky Way,Ergonomic Concrete Chair,California sorcerors,Closed Won,11-Apr-14,18-Feb-16,Yes,,2599.7
"Goodwin, Becker and Schneider",Cattle,Adrastea,Omega,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,31-Aug-14,No,0,61
"Schiller, Becker and O'Kon",Bees,Amalthea,Milky Way,Rustic Concrete Table,California sorcerors,Proposal,11-Apr-14,30-Jun-14,No,15630.8,2678.1
Reichert-Leffler,Dogs,Amalthea,Milky Way,Practical Cotton Car,Missouri prophets,Qualification,11-Apr-14,12-Apr-14,No,,1212
"Breitenberg, Reynolds and Williamson",Frogs,Aegaeon,Andromeda,Sleek Rubber Gloves,California sorcerors,Closed Won,7-Mar-14,7-Mar-14,Yes,0,234
"Brown, Kuhn and Rice",Bees,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Proposal,5-Mar-14,30-Apr-14,No,,2700
"Pacocha, Johns and Crooks",Horses,Ariel,Milky Way,Rustic Rubber Chair,California sorcerors,Proposal,13-Feb-14,2-Jan-15,Yes,0,232833.3
Raynor Group,Bees,Amalthea,Milky Way,Practical Cotton Car,Missouri prophets,Proposal,11-Apr-14,30-Apr-14,No,,0
"Feest, Borer and O'Reilly",Horses,Amalthea,Milky Way,Rustic Concrete Table,California sorcerors,Qualification,11-Apr-14,2-Jul-14,No,,5046.7
"Dare, Schuster and Hauck",Kangaroos,Amalthea,Milky Way,Rustic Concrete Table,California sorcerors,Identification,11-Apr-14,12-Dec-14,No,242394.9,50498.1
